Datetime,DailyMaximumDryBulbTemperature
2017-12-09,56.0
2017-12-10,56.0
2017-12-11,57.0
2017-12-12,50.0
2017-12-13,51.0
2017-12-14,53.0
2017-12-15,47.0
2017-12-16,38.0
2017-12-17,42.0
2017-12-18,48.0
2017-12-19,49.0
2017-12-20,30.0
2017-12-21,26.0
2017-12-22,33.0
2017-12-23,37.0
2017-12-24,39.0
2017-12-25,47.0
2017-12-26,46.0
2017-12-27,49.0
2017-12-28,52.0
2017-12-29,58.0
2017-12-30,53.0
2017-12-31,53.0
2018-01-01,56.0
2018-01-02,55.0
2018-01-03,54.0
2018-01-04,56.0
2018-01-05,55.0
2018-01-06,47.0
2018-01-07,48.0
2018-01-08,44.0
2018-01-09,49.0
2018-01-10,37.0
2018-01-11,50.0
2018-01-12,50.0
2018-01-13,53.0
2018-01-14,58.0
2018-01-15,57.0
2018-01-16,52.0
2018-01-17,56.0
2018-01-18,52.0
2018-01-19,36.0
2018-01-20,33.0
2018-01-21,37.0
2018-01-22,38.0
2018-01-23,40.0
2018-01-24,52.0
2018-01-25,37.0
2018-01-26,37.0
2018-01-27,43.0
2018-01-28,59.0
2018-01-29,54.0
2018-01-30,58.0
2018-01-31,52.0
2018-02-01,57.0
2018-02-02,60.0
2018-02-03,62.0
2018-02-04,60.0
2018-02-05,58.0
2018-02-06,55.0
2018-02-07,61.0
2018-02-08,65.0
2018-02-09,59.0
2018-02-10,46.0
2018-02-11,42.0
2018-02-12,35.0
2018-02-13,47.0
2018-02-14,46.0
2018-02-15,44.0
2018-02-16,51.0
2018-02-17,59.0
2018-02-18,41.0
2018-02-19,29.0
2018-02-20,30.0
2018-02-21,36.0
2018-02-22,31.0
2018-02-23,27.0
2018-02-24,33.0
2018-02-25,41.0
2018-02-26,34.0
2018-02-27,37.0
2018-02-28,39.0
2018-03-01,47.0
2018-03-02,36.0
2018-03-03,39.0
2018-03-04,36.0
2018-03-05,46.0
2018-03-06,56.0
2018-03-07,58.0
2018-03-08,52.0
2018-03-09,48.0
2018-03-10,53.0
2018-03-11,60.0
2018-03-12,63.0
2018-03-13,53.0
2018-03-14,39.0
2018-03-15,40.0
2018-03-16,35.0
2018-03-17,37.0
2018-03-18,47.0
2018-03-19,51.0
2018-03-20,48.0
2018-03-21,52.0
2018-03-22,48.0
2018-03-23,46.0
2018-03-24,43.0
2018-03-25,42.0
2018-03-26,48.0
2018-03-27,60.0
2018-03-28,63.0
2018-03-29,63.0
2018-03-30,69.0
2018-03-31,67.0
2018-04-01,63.0
2018-04-02,51.0
2018-04-03,64.0
2018-04-04,64.0
2018-04-05,56.0
2018-04-06,49.0
2018-04-07,53.0
2018-04-08,56.0
2018-04-09,71.0
2018-04-10,66.0
2018-04-11,57.0
2018-04-12,42.0
2018-04-13,56.0
2018-04-14,63.0
2018-04-15,62.0
2018-04-16,42.0
2018-04-17,46.0
2018-04-18,45.0
2018-04-19,56.0
2018-04-20,64.0
2018-04-21,70.0
2018-04-22,66.0
2018-04-23,68.0
2018-04-24,72.0
2018-04-25,79.0
2018-04-26,81.0
2018-04-27,65.0
2018-04-28,48.0
2018-04-29,48.0
2018-04-30,54.0
2018-05-01,59.0
2018-05-02,65.0
2018-05-03,73.0
2018-05-04,75.0
2018-05-05,74.0
2018-05-06,73.0
2018-05-07,77.0
2018-05-08,80.0
2018-05-09,72.0
2018-05-10,67.0
2018-05-11,57.0
2018-05-12,66.0
2018-05-13,74.0
2018-05-14,74.0
2018-05-15,73.0
2018-05-16,72.0
2018-05-17,62.0
2018-05-18,71.0
2018-05-19,74.0
2018-05-20,70.0
2018-05-21,74.0
2018-05-22,76.0
2018-05-23,74.0
2018-05-24,78.0
2018-05-25,58.0
2018-05-26,58.0
2018-05-27,74.0
2018-05-28,78.0
2018-05-29,82.0
2018-05-30,76.0
2018-05-31,77.0
2018-06-01,78.0
2018-06-02,79.0
2018-06-03,80.0
2018-06-04,81.0
2018-06-05,77.0
2018-06-06,80.0
2018-06-07,78.0
2018-06-08,79.0
2018-06-09,59.0
2018-06-10,67.0
2018-06-11,74.0
2018-06-12,87.0
2018-06-13,86.0
2018-06-14,81.0
2018-06-15,78.0
2018-06-16,76.0
2018-06-17,63.0
2018-06-18,71.0
2018-06-19,81.0
2018-06-20,87.0
2018-06-21,86.0
2018-06-22,86.0
2018-06-23,84.0
2018-06-24,92.0
2018-06-25,89.0
2018-06-26,83.0
2018-06-27,88.0
2018-06-28,78.0
2018-06-29,79.0
2018-06-30,86.0
2018-07-01,90.0
2018-07-02,86.0
2018-07-03,79.0
2018-07-04,87.0
2018-07-05,87.0
2018-07-06,79.0
2018-07-07,90.0
2018-07-08,93.0
2018-07-09,91.0
2018-07-10,90.0
2018-07-11,94.0
2018-07-12,98.0
2018-07-13,95.0
2018-07-14,97.0
2018-07-15,92.0
2018-07-16,93.0
2018-07-17,96.0
2018-07-18,97.0
2018-07-19,96.0
2018-07-20,95.0
2018-07-21,92.0
2018-07-22,92.0
2018-07-23,95.0
2018-07-24,97.0
2018-07-25,97.0
2018-07-26,98.0
2018-07-27,96.0
2018-07-28,94.0
2018-07-29,97.0
2018-07-30,95.0
2018-07-31,97.0
2018-08-01,96.0
2018-08-02,92.0
2018-08-03,87.0
2018-08-04,83.0
2018-08-05,86.0
2018-08-06,92.0
2018-08-07,97.0
2018-08-08,100.0
2018-08-09,102.0
2018-08-10,96.0
2018-08-11,94.0
2018-08-12,92.0
2018-08-13,93.0
2018-08-14,94.0
2018-08-15,92.0
2018-08-16,93.0
2018-08-17,88.0
2018-08-18,90.0
2018-08-19,92.0
2018-08-20,88.0
2018-08-21,84.0
2018-08-22,86.0
2018-08-23,87.0
2018-08-24,82.0
2018-08-25,83.0
2018-08-26,82.0
2018-08-27,78.0
2018-08-28,84.0
2018-08-29,86.0
2018-08-30,80.0
2018-08-31,81.0
2018-09-01,85.0
2018-09-02,89.0
2018-09-03,89.0
2018-09-04,91.0
2018-09-05,90.0
2018-09-06,89.0
2018-09-07,88.0
2018-09-08,84.0
2018-09-09,85.0
2018-09-10,84.0
2018-09-11,77.0
2018-09-12,68.0
2018-09-13,69.0
2018-09-14,74.0
2018-09-15,72.0
2018-09-16,74.0
2018-09-17,78.0
2018-09-18,76.0
2018-09-19,72.0
2018-09-20,79.0
2018-09-21,83.0
2018-09-22,81.0
2018-09-23,72.0
2018-09-24,76.0
2018-09-25,79.0
2018-09-26,85.0
2018-09-27,90.0
2018-09-28,86.0
2018-09-29,75.0
2018-09-30,69.0
2018-10-01,65.0
2018-10-02,72.0
2018-10-03,72.0
2018-10-04,52.0
2018-10-05,56.0
2018-10-06,56.0
2018-10-07,61.0
2018-10-08,62.0
2018-10-09,61.0
2018-10-10,56.0
2018-10-11,61.0
2018-10-12,68.0
2018-10-13,65.0
2018-10-14,56.0
2018-10-15,64.0
2018-10-16,69.0
2018-10-17,71.0
2018-10-18,72.0
2018-10-19,74.0
2018-10-20,75.0
2018-10-21,71.0
2018-10-22,71.0
2018-10-23,65.0
2018-10-24,62.0
2018-10-25,71.0
2018-10-26,72.0
2018-10-27,70.0
2018-10-28,63.0
2018-10-29,54.0
2018-10-30,54.0
2018-10-31,58.0
2018-11-01,65.0
2018-11-02,64.0
2018-11-03,59.0
2018-11-04,59.0
2018-11-05,52.0
2018-11-06,52.0
2018-11-07,50.0
2018-11-08,53.0
2018-11-09,60.0
2018-11-10,54.0
2018-11-11,56.0
2018-11-12,58.0
2018-11-13,61.0
2018-11-14,60.0
2018-11-15,61.0
