DATE,DailyMaximumDryBulbTemperature,DailyMinimumDryBulbTemperature,DailyPeakWindDirection,DailyPeakWindSpeed,DailyPrecipitation
2019-10-24,68.0,23.0,180.0,10.0,0.0
2019-10-25,75.0,25.0,310.0,19.0,0.0
2019-10-26,57.0,26.0,10.0,30.0,0.0
2019-10-27,46.0,17.0,40.0,26.0,0.0
2019-10-28,57.0,8.0,310.0,18.0,0.0
2019-10-29,40.0,16.0,20.0,29.0,0.0
2019-10-30,51.0,5.0,150.0,16.0,0.0
2019-10-31,58.0,11.0,60.0,11.0,0.0
2019-11-01,65.0,14.0,150.0,12.0,0.0
2019-11-02,68.0,17.0,80.0,10.0,0.0
2019-11-03,69.0,17.0,10.0,12.0,0.0
2019-11-04,69.0,20.0,70.0,9.0,0.0
2019-11-05,69.0,19.0,270.0,9.0,0.0
2019-11-06,69.0,26.0,70.0,10.0,0.0
2019-11-07,68.0,18.0,130.0,8.0,0.0
2019-11-08,71.0,20.0,80.0,11.0,0.0
2019-11-09,68.0,19.0,70.0,8.0,0.0
2019-11-10,67.0,27.0,310.0,12.0,0.0
2019-11-11,65.0,25.0,60.0,10.0,0.0
2019-11-12,67.0,26.0,270.0,21.0,0.0
2019-11-13,67.0,20.0,80.0,9.0,0.0
2019-11-14,66.0,30.0,320.0,12.0,0.0
2019-11-15,58.0,30.0,130.0,10.0,0.0
2019-11-16,60.0,21.0,10.0,7.0,0.0
2019-11-17,67.0,20.0,330.0,10.0,0.0
2019-11-18,67.0,22.0,200.0,13.0,0.0
2019-11-19,52.0,40.0,20.0,29.0,0.0
2019-11-20,46.0,31.0,20.0,30.0,0.0
2019-11-21,50.0,16.0,30.0,18.0,0.0
2019-11-22,54.0,13.0,280.0,9.0,0.0
2019-11-23,54.0,14.0,50.0,8.0,0.0
2019-11-24,53.0,13.0,310.0,21.0,0.0
2019-11-25,41.0,24.0,310.0,30.0,0.0
2019-11-26,32.0,14.0,180.0,40.0,0.08
2019-11-27,33.0,20.0,160.0,33.0,0.01
2019-11-28,34.0,2.0,20.0,23.0,0.0
2019-11-29,28.0,10.0,270.0,13.0,0.0
2019-11-30,34.0,13.0,180.0,26.0,0.01
2019-12-01,41.0,32.0,170.0,31.0,0.03
2019-12-02,48.0,26.0,180.0,15.0,0.03
2019-12-03,51.0,25.0,180.0,17.0,0.0
2019-12-04,42.0,26.0,120.0,13.0,0.0
2019-12-05,50.0,30.0,190.0,20.0,0.0
2019-12-06,50.0,32.0,180.0,22.0,0.0
2019-12-07,47.0,34.0,160.0,31.0,0.33
2019-12-08,44.0,26.0,320.0,16.0,0.08
2019-12-09,37.0,25.0,50.0,8.0,0.0
2019-12-10,42.0,21.0,270.0,14.0,0.0
2019-12-11,45.0,35.0,190.0,20.0,0.21
2019-12-12,50.0,39.0,230.0,32.0,0.09
2019-12-13,42.0,35.0,250.0,27.0,0.23
2019-12-14,40.0,29.0,240.0,22.0,0.09
2019-12-15,36.0,19.0,300.0,17.0,0.0
2019-12-16,38.0,11.0,160.0,18.0,0.0
2019-12-17,38.0,17.0,140.0,23.0,0.0
2019-12-18,40.0,26.0,160.0,16.0,0.0
2019-12-19,45.0,33.0,160.0,22.0,0.11
2019-12-20,54.0,39.0,190.0,27.0,0.0
2019-12-21,58.0,40.0,210.0,46.0,0.0
2019-12-22,47.0,21.0,170.0,46.0,0.13
2019-12-23,38.0,21.0,290.0,11.0,0.0
2019-12-24,38.0,26.0,260.0,22.0,0.0
2019-12-25,38.0,23.0,260.0,10.0,0.0
2019-12-26,39.0,13.0,330.0,10.0,0.0
2019-12-27,38.0,9.0,110.0,6.0,0.0
2019-12-28,40.0,12.0,70.0,10.0,0.0
2019-12-29,44.0,21.0,260.0,17.0,0.0
2019-12-30,32.0,16.0,310.0,7.0,0.0
2019-12-31,46.0,20.0,120.0,10.0,0.0
2020-01-01,50.0,29.0,290.0,36.0,0.01
2020-01-02,45.0,24.0,140.0,9.0,0.0
2020-01-03,60.0,21.0,170.0,20.0,0.0
2020-01-04,44.0,31.0,280.0,30.0,0.01
2020-01-05,40.0,21.0,250.0,25.0,0.01
2020-01-06,50.0,18.0,260.0,9.0,0.0
2020-01-07,54.0,18.0,220.0,29.0,0.0
2020-01-08,41.0,29.0,270.0,29.0,0.07
2020-01-09,36.0,8.0,320.0,23.0,0.11
2020-01-10,42.0,5.0,260.0,28.0,0.0
2020-01-11,38.0,25.0,300.0,31.0,0.02
2020-01-12,34.0,26.0,270.0,33.0,0.0
2020-01-13,36.0,24.0,250.0,25.0,0.07
2020-01-14,35.0,24.0,270.0,38.0,0.24
2020-01-15,39.0,14.0,170.0,29.0,0.0
2020-01-16,37.0,24.0,180.0,44.0,0.03
2020-01-17,34.0,24.0,250.0,12.0,0.05
2020-01-18,47.0,19.0,170.0,14.0,0.0
2020-01-19,48.0,12.0,150.0,20.0,0.0
2020-01-20,47.0,32.0,190.0,24.0,0.0
2020-01-21,44.0,32.0,180.0,30.0,0.12
2020-01-22,42.0,29.0,290.0,8.0,0.11
2020-01-23,45.0,24.0,250.0,14.0,0.06
2020-01-24,47.0,30.0,260.0,19.0,0.14
2020-01-25,47.0,33.0,170.0,11.0,0.15
2020-01-26,47.0,33.0,260.0,28.0,0.55
2020-01-27,44.0,34.0,240.0,24.0,0.03
2020-01-28,44.0,29.0,260.0,36.0,0.01
2020-01-29,45.0,24.0,90.0,12.0,0.0
2020-01-30,51.0,29.0,330.0,15.0,0.0
2020-01-31,62.0,24.0,290.0,11.0,0.0
2020-02-01,62.0,23.0,240.0,29.0,0.0
2020-02-02,40.0,19.0,10.0,26.0,0.03
2020-02-03,32.0,10.0,20.0,17.0,0.0
2020-02-04,32.0,16.0,10.0,16.0,0.0
2020-02-05,40.0,25.0,110.0,10.0,0.0
2020-02-06,49.0,25.0,70.0,11.0,0.0
2020-02-07,56.0,18.0,30.0,10.0,0.0
2020-02-08,41.0,21.0,310.0,29.0,0.0
2020-02-09,41.0,21.0,350.0,21.0,0.0
2020-02-10,52.0,13.0,20.0,17.0,0.0
2020-02-11,53.0,15.0,290.0,12.0,0.0
2020-02-12,51.0,16.0,10.0,14.0,0.0
2020-02-13,57.0,11.0,280.0,25.0,0.0
2020-02-14,51.0,20.0,320.0,15.0,0.0
2020-02-15,45.0,24.0,240.0,20.0,0.0
2020-02-16,49.0,29.0,290.0,25.0,0.11
2020-02-17,42.0,14.0,20.0,20.0,0.0
2020-02-18,47.0,9.0,20.0,17.0,0.0
2020-02-19,50.0,11.0,190.0,16.0,0.0
2020-02-20,53.0,17.0,180.0,19.0,0.0
2020-02-21,59.0,20.0,140.0,11.0,0.0
2020-02-22,60.0,17.0,310.0,16.0,0.0
2020-02-23,56.0,16.0,260.0,31.0,0.0
2020-02-24,51.0,13.0,320.0,17.0,0.0
2020-02-25,59.0,15.0,90.0,11.0,0.0
2020-02-26,62.0,14.0,320.0,23.0,0.0
2020-02-27,64.0,16.0,50.0,13.0,0.0
2020-02-28,61.0,18.0,250.0,27.0,0.0
2020-02-29,46.0,22.0,330.0,24.0,0.0
2020-03-01,42.0,21.0,350.0,35.0,0.0
2020-03-02,55.0,15.0,30.0,33.0,0.0
2020-03-03,62.0,16.0,330.0,16.0,0.0
2020-03-04,65.0,18.0,310.0,14.0,0.0
2020-03-05,68.0,16.0,250.0,29.0,0.0
2020-03-06,65.0,24.0,200.0,39.0,0.0
2020-03-07,41.0,28.0,270.0,23.0,0.06
2020-03-08,44.0,22.0,200.0,20.0,0.0
2020-03-09,51.0,23.0,240.0,15.0,0.0
2020-03-10,61.0,18.0,70.0,16.0,0.0
2020-03-11,64.0,17.0,320.0,19.0,0.0
2020-03-12,62.0,18.0,20.0,20.0,0.0
2020-03-13,61.0,13.0,220.0,35.0,0.0
2020-03-14,41.0,28.0,260.0,30.0,0.07
2020-03-15,42.0,26.0,170.0,36.0,0.22
2020-03-16,48.0,27.0,10.0,23.0,0.28
2020-03-17,37.0,28.0,270.0,27.0,0.47
2020-03-18,38.0,17.0,160.0,16.0,0.75
2020-03-19,38.0,12.0,150.0,7.0,0.0
2020-03-20,50.0,8.0,60.0,11.0,0.0
2020-03-21,53.0,19.0,10.0,18.0,0.0
2020-03-22,55.0,20.0,200.0,16.0,0.0
2020-03-23,52.0,27.0,240.0,41.0,0.02
2020-03-24,44.0,29.0,250.0,32.0,0.12
2020-03-25,40.0,22.0,250.0,19.0,0.1
2020-03-26,44.0,17.0,320.0,18.0,0.0
2020-03-27,47.0,18.0,290.0,24.0,0.0
2020-03-28,48.0,33.0,250.0,21.0,0.0
2020-03-29,50.0,33.0,280.0,25.0,0.01
2020-03-30,51.0,36.0,240.0,36.0,0.0
2020-03-31,54.0,42.0,250.0,44.0,0.0
2020-04-01,44.0,22.0,290.0,29.0,0.0
2020-04-02,49.0,18.0,340.0,19.0,0.0
2020-04-03,50.0,16.0,280.0,16.0,0.0
2020-04-04,45.0,20.0,210.0,31.0,0.03
2020-04-05,48.0,32.0,150.0,36.0,0.02
2020-04-06,51.0,28.0,10.0,13.0,0.05
2020-04-07,64.0,23.0,,0.0,0.0
2020-04-08,70.0,27.0,20.0,24.0,0.0
2020-04-09,72.0,41.0,10.0,21.0,0.0
2020-04-10,71.0,31.0,320.0,27.0,0.0
2020-04-11,65.0,31.0,300.0,31.0,0.0
2020-04-12,59.0,32.0,280.0,27.0,0.0
2020-04-13,54.0,24.0,40.0,24.0,0.0
2020-04-14,63.0,15.0,300.0,23.0,0.0
2020-04-15,65.0,29.0,320.0,32.0,0.0
2020-04-16,60.0,30.0,40.0,24.0,0.0
2020-04-17,64.0,17.0,50.0,18.0,0.0
2020-04-18,62.0,26.0,220.0,32.0,0.02
2020-04-19,57.0,32.0,260.0,23.0,0.68
2020-04-20,63.0,28.0,250.0,23.0,0.0
2020-04-21,67.0,34.0,320.0,23.0,0.0
2020-04-22,66.0,30.0,280.0,30.0,0.3
2020-04-23,62.0,36.0,320.0,26.0,0.0
2020-04-24,68.0,35.0,320.0,22.0,0.0
2020-04-25,72.0,37.0,320.0,26.0,0.0
2020-04-26,73.0,36.0,260.0,26.0,0.0
2020-04-27,69.0,40.0,270.0,24.0,0.0
2020-04-28,80.0,36.0,40.0,16.0,0.0
2020-04-29,76.0,45.0,270.0,32.0,0.0
2020-04-30,67.0,40.0,260.0,27.0,0.0
2020-05-01,68.0,30.0,270.0,21.0,0.0
2020-05-02,67.0,31.0,250.0,39.0,0.22
2020-05-03,59.0,32.0,280.0,23.0,0.0
2020-05-04,69.0,24.0,260.0,23.0,0.0
2020-05-05,71.0,30.0,280.0,31.0,0.0
2020-05-06,64.0,38.0,330.0,26.0,0.0
2020-05-07,75.0,28.0,50.0,14.0,0.0
2020-05-08,80.0,28.0,350.0,19.0,0.0
2020-05-09,85.0,34.0,260.0,22.0,0.0
2020-05-10,80.0,39.0,280.0,27.0,0.0
2020-05-11,70.0,41.0,270.0,38.0,0.01
2020-05-12,58.0,33.0,260.0,35.0,0.05
2020-05-13,50.0,38.0,270.0,17.0,0.17
2020-05-14,56.0,40.0,260.0,30.0,0.04
2020-05-15,65.0,39.0,240.0,17.0,0.0
2020-05-16,71.0,41.0,200.0,32.0,0.22
2020-05-17,61.0,44.0,190.0,47.0,0.37
2020-05-18,53.0,35.0,250.0,33.0,0.12
2020-05-19,57.0,34.0,310.0,32.0,0.01
2020-05-20,62.0,36.0,290.0,29.0,0.0
2020-05-21,61.0,29.0,290.0,28.0,0.03
2020-05-22,57.0,34.0,20.0,18.0,0.0
2020-05-23,68.0,25.0,10.0,15.0,0.0
2020-05-24,76.0,32.0,350.0,15.0,0.0
2020-05-25,83.0,38.0,350.0,19.0,0.0
2020-05-26,82.0,47.0,240.0,22.0,0.0
2020-05-27,87.0,46.0,240.0,15.0,0.0
2020-05-28,91.0,48.0,280.0,28.0,0.0
2020-05-29,93.0,46.0,190.0,25.0,0.0
2020-05-30,68.0,48.0,270.0,34.0,0.0
2020-05-31,73.0,43.0,190.0,22.0,0.02
2020-06-01,71.0,45.0,320.0,16.0,0.0
2020-06-02,85.0,40.0,270.0,24.0,0.0
2020-06-03,86.0,41.0,270.0,31.0,0.0
2020-06-04,86.0,48.0,260.0,25.0,0.0
2020-06-05,85.0,43.0,280.0,38.0,0.0
2020-06-06,63.0,38.0,250.0,35.0,0.11
2020-06-07,47.0,32.0,350.0,34.0,0.33
2020-06-08,64.0,34.0,320.0,18.0,0.0
2020-06-09,79.0,35.0,270.0,23.0,0.0
2020-06-10,82.0,38.0,220.0,36.0,0.0
2020-06-11,85.0,42.0,190.0,34.0,0.0
2020-06-12,75.0,47.0,180.0,35.0,0.0
2020-06-13,57.0,39.0,310.0,29.0,0.02
2020-06-14,71.0,38.0,270.0,24.0,0.0
2020-06-15,62.0,47.0,220.0,28.0,0.02
2020-06-16,62.0,34.0,340.0,35.0,0.0
2020-06-17,72.0,28.0,60.0,19.0,0.0
2020-06-18,80.0,34.0,20.0,21.0,0.0
2020-06-19,85.0,37.0,30.0,24.0,0.0
2020-06-20,87.0,47.0,250.0,29.0,0.0
2020-06-21,87.0,46.0,330.0,22.0,0.0
2020-06-22,93.0,47.0,10.0,17.0,0.0
2020-06-23,97.0,47.0,210.0,34.0,0.0
2020-06-24,92.0,52.0,320.0,31.0,0.0
2020-06-25,93.0,48.0,10.0,18.0,0.0
2020-06-26,96.0,48.0,360.0,26.0,0.0
2020-06-27,89.0,51.0,320.0,36.0,0.0
2020-06-28,67.0,46.0,320.0,40.0,0.0
2020-06-29,74.0,38.0,320.0,27.0,0.0
2020-06-30,79.0,40.0,320.0,27.0,0.0
2020-07-01,78.0,37.0,340.0,25.0,0.0
2020-07-02,84.0,34.0,230.0,29.0,0.0
2020-07-03,84.0,40.0,260.0,30.0,0.0
2020-07-04,84.0,39.0,230.0,29.0,0.0
2020-07-05,86.0,37.0,280.0,29.0,0.0
2020-07-06,88.0,39.0,260.0,39.0,0.0
2020-07-07,81.0,41.0,350.0,24.0,0.0
2020-07-08,86.0,39.0,330.0,18.0,0.0
2020-07-09,86.0,42.0,270.0,33.0,0.0
2020-07-10,91.0,44.0,250.0,32.0,0.0
2020-07-11,92.0,41.0,280.0,29.0,0.0
2020-07-12,92.0,41.0,280.0,35.0,0.0
2020-07-13,90.0,49.0,280.0,26.0,0.0
2020-07-14,90.0,46.0,30.0,18.0,0.0
2020-07-15,93.0,49.0,10.0,18.0,0.0
2020-07-16,97.0,46.0,280.0,29.0,0.0
2020-07-17,94.0,50.0,280.0,31.0,0.0
2020-07-18,95.0,48.0,280.0,25.0,0.0
2020-07-19,97.0,46.0,270.0,22.0,0.0
2020-07-20,97.0,49.0,260.0,24.0,0.0
2020-07-21,96.0,50.0,180.0,39.0,0.0
2020-07-22,92.0,53.0,270.0,39.0,0.0
2020-07-23,87.0,47.0,250.0,25.0,0.0
2020-07-24,89.0,49.0,280.0,24.0,0.0
2020-07-25,92.0,46.0,260.0,23.0,0.0
2020-07-26,96.0,48.0,200.0,33.0,0.0
2020-07-27,94.0,54.0,330.0,35.0,0.0
2020-07-28,92.0,47.0,240.0,28.0,0.0
2020-07-29,95.0,47.0,260.0,26.0,0.0
2020-07-30,95.0,43.0,270.0,28.0,0.0
2020-07-31,94.0,42.0,270.0,26.0,0.0
2020-08-01,93.0,41.0,270.0,25.0,0.0
2020-08-02,92.0,45.0,290.0,26.0,0.0
2020-08-03,89.0,47.0,220.0,17.0,0.0
2020-08-04,94.0,50.0,270.0,26.0,0.0
2020-08-05,88.0,49.0,270.0,26.0,0.0
2020-08-06,84.0,45.0,260.0,25.0,0.0
2020-08-07,85.0,48.0,320.0,16.0,0.0
2020-08-08,92.0,42.0,290.0,22.0,0.0
2020-08-09,92.0,48.0,20.0,24.0,0.0
2020-08-10,94.0,49.0,350.0,22.0,0.0
2020-08-11,91.0,49.0,160.0,37.0,0.0
2020-08-12,87.0,48.0,280.0,35.0,0.0
2020-08-13,90.0,41.0,290.0,28.0,0.0
2020-08-14,95.0,42.0,270.0,27.0,0.0
2020-08-15,99.0,50.0,240.0,34.0,0.0
2020-08-16,91.0,52.0,260.0,35.0,0.0
2020-08-17,79.0,51.0,240.0,36.0,0.1
2020-08-18,94.0,53.0,290.0,25.0,0.0
2020-08-19,83.0,45.0,260.0,18.0,0.0
2020-08-20,88.0,40.0,280.0,23.0,0.0
2020-08-21,85.0,43.0,270.0,31.0,0.0
2020-08-22,92.0,44.0,280.0,25.0,0.0
2020-08-23,92.0,43.0,290.0,26.0,0.0
2020-08-24,89.0,56.0,250.0,35.0,0.02
2020-08-25,87.0,52.0,150.0,29.0,0.0
2020-08-26,87.0,44.0,260.0,23.0,0.0
2020-08-27,87.0,47.0,300.0,14.0,0.0
2020-08-28,92.0,45.0,60.0,11.0,0.0
2020-08-29,93.0,41.0,300.0,25.0,0.0
2020-08-30,84.0,39.0,30.0,25.0,0.0
2020-08-31,85.0,39.0,20.0,28.0,0.0
2020-09-01,91.0,44.0,20.0,16.0,0.0
2020-09-02,97.0,43.0,250.0,14.0,0.0
2020-09-03,99.0,44.0,340.0,16.0,0.0
2020-09-04,102.0,47.0,280.0,27.0,0.0
2020-09-05,97.0,45.0,290.0,28.0,0.0
2020-09-06,97.0,46.0,360.0,18.0,0.0
2020-09-07,95.0,45.0,10.0,43.0,0.0
2020-09-08,76.0,46.0,10.0,35.0,0.0
2020-09-09,85.0,30.0,60.0,15.0,0.0
2020-09-10,89.0,31.0,270.0,23.0,0.0
2020-09-11,88.0,35.0,280.0,13.0,0.0
2020-09-12,91.0,37.0,170.0,18.0,0.0
2020-09-13,89.0,37.0,270.0,25.0,0.0
2020-09-14,88.0,36.0,220.0,28.0,0.0
2020-09-15,87.0,35.0,300.0,17.0,0.0
2020-09-16,86.0,36.0,160.0,16.0,0.0
2020-09-17,86.0,32.0,220.0,31.0,0.0
2020-09-18,74.0,43.0,280.0,31.0,0.0
2020-09-19,72.0,40.0,290.0,16.0,0.0
2020-09-20,81.0,31.0,200.0,13.0,0.0
2020-09-21,82.0,32.0,270.0,30.0,0.0
2020-09-22,81.0,39.0,270.0,28.0,0.0
2020-09-23,83.0,37.0,270.0,31.0,0.0
2020-09-24,74.0,41.0,290.0,27.0,0.0
2020-09-25,76.0,36.0,290.0,24.0,0.0
2020-09-26,69.0,44.0,310.0,23.0,0.0
2020-09-27,75.0,33.0,60.0,22.0,0.0
2020-09-28,84.0,35.0,40.0,21.0,0.0
2020-09-29,86.0,32.0,140.0,14.0,0.0
2020-09-30,84.0,36.0,310.0,9.0,0.0
2020-10-01,91.0,30.0,60.0,13.0,0.0
2020-10-02,89.0,32.0,270.0,12.0,0.0
2020-10-03,89.0,30.0,140.0,13.0,0.0
2020-10-04,80.0,34.0,270.0,16.0,0.0
2020-10-05,82.0,28.0,320.0,14.0,0.0
2020-10-06,86.0,26.0,260.0,14.0,0.0
2020-10-07,80.0,28.0,250.0,17.0,0.0
2020-10-08,76.0,23.0,280.0,17.0,0.0
2020-10-09,76.0,25.0,270.0,19.0,0.0
2020-10-10,59.0,34.0,250.0,28.0,0.14
2020-10-11,62.0,27.0,270.0,16.0,0.0
2020-10-12,71.0,27.0,270.0,15.0,0.0
2020-10-13,75.0,32.0,260.0,28.0,0.0
2020-10-14,69.0,34.0,300.0,14.0,0.0
2020-10-15,73.0,27.0,10.0,21.0,0.0
2020-10-16,78.0,23.0,350.0,20.0,0.0
2020-10-17,75.0,29.0,300.0,16.0,0.0
2020-10-18,74.0,30.0,320.0,18.0,0.0
2020-10-19,74.0,29.0,60.0,10.0,0.0
2020-10-20,74.0,27.0,300.0,19.0,0.0
2020-10-21,67.0,28.0,350.0,23.0,0.0
2020-10-22,53.0,23.0,360.0,27.0,0.0
2020-10-23,62.0,18.0,130.0,11.0,0.0
2020-10-24,66.0,24.0,10.0,27.0,0.0
2020-10-25,42.0,22.0,10.0,33.0,0.0
2020-10-26,55.0,7.0,10.0,19.0,0.0
2020-10-27,65.0,14.0,140.0,9.0,0.0
2020-10-28,73.0,15.0,120.0,12.0,0.0
2020-10-29,76.0,16.0,150.0,12.0,0.0
2020-10-30,73.0,18.0,250.0,22.0,0.0
2020-10-31,71.0,22.0,20.0,9.0,0.0
2020-11-01,77.0,21.0,160.0,10.0,0.0
2020-11-02,78.0,21.0,230.0,10.0,0.0
2020-11-03,74.0,21.0,280.0,25.0,0.0
2020-11-04,71.0,22.0,270.0,18.0,0.0
